"Country","Year","Sector","Site","Station","Reef.zone","Period","level1_code","cover"
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","RUB",0.2
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","SC",0.1
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","SGR",0
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","SND",0.2
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","ACOR",3.9
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","AHAL",1.9
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","AMAC",39.8
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","ATRF",29.6
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","HC",21.5
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","RUB",0
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","SC",0.5
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","SGR",0
"Kenya",2014,NA,"Lamu","Majongooni",NA,"Pre","SND",2.9
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","ACOR",8.8
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","AHAL",0.6
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","AMAC",8.6
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","ATRF",63.1
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","HC",7.7
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","RUB",0
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","SC",9.3
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","SGR",0.6
"Kenya",2014,NA,"Lamu","Pezali_Rock",NA,"Pre","SND",1.2
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","ACOR",0.1
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","AMAC",1.5
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","ATRF",23.1
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","HC",28.4
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","RUB",13.4
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","SC",4.1
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","SGR",22.6
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","SND",6.8
"Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Pre","SPG",0
"Kenya",2014,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","ACOR",2.1
"Kenya",2014,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","AMAC",2.7
"Kenya",2014,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","ATRF",34
"Kenya",2014,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","HC",16.7
"Kenya",2014,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","INV",0.1
"Kenya",2014,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","SC",19
"Kenya",2014,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","SGR",0
"Kenya",2014,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","SND",25.4
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ACOR",1.3
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","AMAC",6.8
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ATRF",14.9
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","HC",50.1
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","RUB",0
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SC",4.9
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SGR",0.9
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SND",19.8
"Kenya",2014,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SPG",1.5
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Pre","ACOR",11.6
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Pre","AMAC",14.8
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Pre","ATRF",42.3
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Pre","HC",11.6
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Pre","INV",0
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Pre","SC",0
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Pre","SGR",17.3
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Pre","SND",2.3
"Kenya",2015,"","Watamu","Richard_Bernets",NA,"Pre","AHAL",5.5
"Kenya",2015,"","Watamu","Richard_Bernets",NA,"Pre","AMAC",17
"Kenya",2015,"","Watamu","Richard_Bernets",NA,"Pre","ATRF",1.5
"Kenya",2015,"","Watamu","Richard_Bernets",NA,"Pre","BS",19
"Kenya",2015,"","Watamu","Richard_Bernets",NA,"Pre","HC",23.5
"Kenya",2015,"","Watamu","Richard_Bernets",NA,"Pre","RUB",9.5
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","ACOR",3.1
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","AHAL",1
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","AMAC",7.8
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","ATRF",31.2
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","BS",12.6
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","DC",0
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","HC",11
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","RDC",0
"Kenya",2015,NA,"Lamu","Iweni",NA,"Pre","RUB",16.2
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","ACOR",10
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","AHAL",0
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","AMAC",0
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","ATRF",32
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","BS",2.7
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","DC",8.8
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","HC",26.8
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","RDC",0
"Kenya",2015,NA,"Lamu","Pezali_Rock",NA,"Pre","RUB",40
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","ACOR",13.9
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","AHAL",2.5
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","AMAC",10
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","ATRF",10
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","HC",5.3
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","RUB",48.1
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","SC",0
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","SGR",8.4
"Kenya",2015,NA,"Malindi","Mayunguni",NA,"Pre","SND",1.8
"Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Pre","AHAL",4
"Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Pre","AMAC",2.5
"Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Pre","ATRF",1
"Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Pre","BS",6.5
"Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Pre","HC",36.5
"Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Pre","RUB",43.5
"Kenya",2015,NA,"Malindi","North_Reef",NA,"Pre","AHAL",3
"Kenya",2015,NA,"Malindi","North_Reef",NA,"Pre","AMAC",10.5
"Kenya",2015,NA,"Malindi","North_Reef",NA,"Pre","ATRF",0
"Kenya",2015,NA,"Malindi","North_Reef",NA,"Pre","BS",33
"Kenya",2015,NA,"Malindi","North_Reef",NA,"Pre","HC",16
"Kenya",2015,NA,"Malindi","North_Reef",NA,"Pre","RUB",32.5
"Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AHAL",5
"Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AMAC",4.5
"Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ATRF",0
"Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Pre","BS",6.5
"Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Pre","HC",22.5
"Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Pre","RUB",55.5
"Kenya",2016,"","Kisite","Light_house",NA,"Post","ACOR",0.43
"Kenya",2016,"","Kisite","Light_house",NA,"Post","AHAL",1.84
"Kenya",2016,"","Kisite","Light_house",NA,"Post","AMAC",17.96
"Kenya",2016,"","Kisite","Light_house",NA,"Post","ATRF",0.79
"Kenya",2016,"","Kisite","Light_house",NA,"Post","BS",14.89
"Kenya",2016,"","Kisite","Light_house",NA,"Post","DC",4.8
"Kenya",2016,"","Kisite","Light_house",NA,"Post","HC",36.89
"Kenya",2016,"","Kisite","Light_house",NA,"Post","RUB",14.27
"Kenya",2016,"","Kisite","Light_house",NA,"Post","SC",1.81
"Kenya",2016,"","Kisite","Light_house",NA,"Post","SND",5.31
"Kenya",2016,"","Kisite","Light_house",NA,"Post","SPG",1
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","ACOR",1.14
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","AHAL",1.03
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","AMAC",38.11
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","ATRF",4.04
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","BS",4.39
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","DC",3.34
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","HC",28.83
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","RUB",8.53
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","SC",0.66
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","SND",9.37
"Kenya",2016,"","Kisite","Mkwiro",NA,"Post","SPG",0.56
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","AHAL",29.93
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","AMAC",14.22
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","ATRF",15.45
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","BS",5.35
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","DC",2.35
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","HC",9.68
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","RUB",8.13
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","SC",0.75
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","SGR",6.7
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","SND",7.23
"Kenya",2016,"","Malindi","Kivulini",NA,"Post","SPG",0.2
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","ACOR",1.9
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","AHAL",9.6
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","AMAC",0.54
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","ATRF",1.12
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","BS",12.92
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","DC",9.04
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","HC",40.36
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","RUB",19
"Kenya",2016,"","Malindi","New_Coral_Garden",NA,"Post","SND",5.52
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","",0.4
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","ACOR",8.82
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","AHAL",9
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","AMAC",1.1
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","ATRF",3.08
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","BS",21.76
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","DC",2.96
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","HC",24.64
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","RUB",14.96
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","SC",4.76
"Kenya",2016,"","Malindi","Old_Coral_Garden",NA,"Post","SND",8.52
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","ACOR",1.5
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","AHAL",1
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","AMAC",10.62
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","ATRF",7.2
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","BS",5.12
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","DC",1.75
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","HC",34.36
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","RUB",12.62
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","SC",0.25
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","SGR",10.75
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","SND",12.88
"Kenya",2016,"","Mombasa","Coral_Garden",NA,"Post","SPG",1.92
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","ACOR",1.85
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","AMAC",2.22
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","ATRF",2.02
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","BS",28.57
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","DC",2.78
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","HC",25.37
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","RUB",32.17
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","SC",1.8
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","SGR",0.67
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","SND",2.35
"Kenya",2016,"","Mombasa","Nyali",NA,"Post","SPG",0.2
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","ACOR",12.4
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","AMAC",2.82
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","ATRF",10.77
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","BS",16.58
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","DC",2.27
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","HC",30.48
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","RUB",6.7
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","SC",1.7
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","SGR",8.47
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","SND",6.58
"Kenya",2016,"","Mombasa","Ras_Iwatine",NA,"Post","SPG",1.22
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","ACOR",1.02
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","AMAC",22.75
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","ATRF",3.65
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","BS",2.17
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","DC",3.17
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","HC",13.37
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","RUB",22.13
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","SC",1.17
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","SGR",23.17
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","SND",7.08
"Kenya",2016,"","Mombasa","Starfish",NA,"Post","SPG",0.33
"Kenya",2016,"","Watamu","Coral_Garden",NA,"Post","",14
"Kenya",2016,"","Watamu","Coral_Garden",NA,"Post","AHAL",41
"Kenya",2016,"","Watamu","Coral_Garden",NA,"Post","AMAC",1
"Kenya",2016,"","Watamu","Coral_Garden",NA,"Post","BS",1
"Kenya",2016,"","Watamu","Coral_Garden",NA,"Post","DC",2.5
"Kenya",2016,"","Watamu","Coral_Garden",NA,"Post","HC",28.5
"Kenya",2016,"","Watamu","Coral_Garden",NA,"Post","RUB",9.5
"Kenya",2016,"","Watamu","Coral_Garden",NA,"Post","SND",2.5
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","ACOR",3.85
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","AHAL",19.02
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","AMAC",12.72
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","ATRF",3.18
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","BS",16.2
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","DC",0.5
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","HC",28.79
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","RUB",1.5
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","SC",0.5
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","SGR",2.92
"Kenya",2016,"","Watamu","Richard_Bernets",NA,"Post","SND",10.83
"Kenya",2016,NA,"Lamu","Iweni",NA,"Pre","ACOR",1
"Kenya",2016,NA,"Lamu","Iweni",NA,"Pre","AHAL",0
"Kenya",2016,NA,"Lamu","Iweni",NA,"Pre","ATRF",54.5
"Kenya",2016,NA,"Lamu","Iweni",NA,"Pre","BS",0
"Kenya",2016,NA,"Lamu","Iweni",NA,"Pre","DC",0
"Kenya",2016,NA,"Lamu","Iweni",NA,"Pre","HC",29.7
"Kenya",2016,NA,"Lamu","Iweni",NA,"Pre","RUB",0
"Kenya",2016,NA,"Lamu","Pezali_Rock",NA,"Pre","ACOR",1
"Kenya",2016,NA,"Lamu","Pezali_Rock",NA,"Pre","AHAL",5.9
"Kenya",2016,NA,"Lamu","Pezali_Rock",NA,"Pre","ATRF",2
"Kenya",2016,NA,"Lamu","Pezali_Rock",NA,"Pre","BS",0
"Kenya",2016,NA,"Lamu","Pezali_Rock",NA,"Pre","DC",0
"Kenya",2016,NA,"Lamu","Pezali_Rock",NA,"Pre","HC",56.4
"Kenya",2016,NA,"Lamu","Pezali_Rock",NA,"Pre","RUB",1
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","ACOR",0
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","AHAL",2
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","AMAC",39.5
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","ATRF",12
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","BS",9
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","HC",10.5
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","INV",0.5
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","RDC",0
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","RUB",12
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","SC",1.5
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","SGR",6
"Kenya",2017,"","Diani-Chale","Chidzamba_cha_mekka",NA,"Post","SND",7
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","ACOR",0.67
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","AHAL",1.33
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","AMAC",7.33
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","ATRF",39
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","BS",4
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","HC",23.66
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","INV",0
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","RDC",0
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","RUB",9.67
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","SC",0.67
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","SGR",6.67
"Kenya",2017,"","Diani-Chale","Mtengo",NA,"Post","SND",7
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","ACOR",1
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","AHAL",6
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","AMAC",19
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","ATRF",26
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","BS",0
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","HC",7
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","INV",1.5
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","RDC",0
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","RUB",10
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","SC",0
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","SGR",20
"Kenya",2017,"","Diani-Chale","Mwagogo",NA,"Post","SND",9.5
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","ACOR",1.67
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","AHAL",2
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","AMAC",51.67
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","ATRF",12.33
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","BS",1.67
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","HC",2.99
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","INV",1
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","RDC",0
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","RUB",5.33
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","SC",1
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","SGR",15
"Kenya",2017,"","Diani-Chale","Tsipitali",NA,"Post","SND",5.33
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","ACOR",1.67
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","AHAL",5
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","AMAC",21.33
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","ATRF",7.67
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","BS",0.67
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","HC",34.34
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","INV",2
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","RDC",0
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","RUB",8.33
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","SC",4.33
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","SGR",11.33
"Kenya",2017,"","Kilifi","Kanamai",NA,"Post","SND",3.33
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","ACOR",2.67
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","AHAL",0
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","AMAC",17
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","ATRF",15.33
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","BS",5
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","HC",28.32
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","INV",3
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","RDC",0
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","RUB",5
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","SC",1.33
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","SGR",12.33
"Kenya",2017,"","Kilifi","Kuruwitu",NA,"Post","SND",10
"Kenya",2017,"","Lamu","Iweni",NA,"Post","ACOR",0.33
"Kenya",2017,"","Lamu","Iweni",NA,"Post","AHAL",1
"Kenya",2017,"","Lamu","Iweni",NA,"Post","AMAC",3.67
"Kenya",2017,"","Lamu","Iweni",NA,"Post","ATRF",5.67
"Kenya",2017,"","Lamu","Iweni",NA,"Post","BS",0
"Kenya",2017,"","Lamu","Iweni",NA,"Post","HC",52.66
"Kenya",2017,"","Lamu","Iweni",NA,"Post","INV",9
"Kenya",2017,"","Lamu","Iweni",NA,"Post","RDC",0.33
"Kenya",2017,"","Lamu","Iweni",NA,"Post","RUB",17.67
"Kenya",2017,"","Lamu","Iweni",NA,"Post","SC",0
"Kenya",2017,"","Lamu","Iweni",NA,"Post","SGR",0
"Kenya",2017,"","Lamu","Iweni",NA,"Post","SND",9.67
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","ACOR",0
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","AHAL",1.33
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","AMAC",7.33
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","ATRF",10.33
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","BS",0
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","HC",16.99
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","INV",0.33
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","RDC",0.67
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","RUB",21.67
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","SC",0
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","SGR",34.67
"Kenya",2017,"","Lamu","Majongooni",NA,"Post","SND",6.66
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","ACOR",0
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","AHAL",15
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","AMAC",9.67
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","ATRF",24
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","BS",0
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","HC",21
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","INV",13
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","RDC",1
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","RUB",8
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","SC",0.67
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","SGR",7.33
"Kenya",2017,"","Lamu","Pezali_Rock",NA,"Post","SND",0.33
"Kenya",2017,"","Lamu","Tausi",NA,"Post","ACOR",0
"Kenya",2017,"","Lamu","Tausi",NA,"Post","AHAL",0
"Kenya",2017,"","Lamu","Tausi",NA,"Post","AMAC",0
"Kenya",2017,"","Lamu","Tausi",NA,"Post","ATRF",6
"Kenya",2017,"","Lamu","Tausi",NA,"Post","BS",0
"Kenya",2017,"","Lamu","Tausi",NA,"Post","HC",63.67
