"","Country","Year","Sector","Site","Station","Reef.zone","benthic_name2","benthic_code","mean_cover","sd","Organization","Period","Source","Latitude","Longitude"
"3554","Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Seagrass","SGR",0.7,NA,"","Pre","GCRMN",-3.25588,40.14112
"3555","Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Sand","SND",4.2,NA,"","Pre","GCRMN",-3.25588,40.14112
"3556","Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-3.25588,40.14112
"3557","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Algae-coralline","ACOR",4.4,NA,"","Pre","GCRMN",-3.25588,40.14112
"3558","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Algae-Halimeda","AHAL",21.1,NA,"","Pre","GCRMN",-3.25588,40.14112
"3559","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",3,NA,"","Pre","GCRMN",-3.25588,40.14112
"3560","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Algae-turf","ATRF",9.6,NA,"","Pre","GCRMN",-3.25588,40.14112
"3561","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-3.25588,40.14112
"3562","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Coral","HC",49.3,NA,"","Pre","GCRMN",-3.25588,40.14112
"3563","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Rubble","RUB",11.2,NA,"","Pre","GCRMN",-3.25588,40.14112
"3564","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Soft coral","SC",0.2,NA,"","Pre","GCRMN",-3.25588,40.14112
"3565","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Seagrass","SGR",0.9,NA,"","Pre","GCRMN",-3.25588,40.14112
"3566","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Sand","SND",0.3,NA,"","Pre","GCRMN",-3.25588,40.14112
"3567","Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-3.25588,40.14112
"3568","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Algae-coralline","ACOR",3.3,NA,"","Pre","GCRMN",-3.25588,40.14112
"3569","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Algae-Halimeda","AHAL",7.8,NA,"","Pre","GCRMN",-3.25588,40.14112
"3570","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",13.4,NA,"","Pre","GCRMN",-3.25588,40.14112
"3571","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Algae-turf","ATRF",13.3,NA,"","Pre","GCRMN",-3.25588,40.14112
"3572","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Bare substrate","BS",2.5,NA,"","Pre","GCRMN",-3.25588,40.14112
"3573","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Coral","HC",41.9,NA,"","Pre","GCRMN",-3.25588,40.14112
"3574","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Rubble","RUB",8,NA,"","Pre","GCRMN",-3.25588,40.14112
"3575","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Soft coral","SC",0,NA,"","Pre","GCRMN",-3.25588,40.14112
"3576","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-3.25588,40.14112
"3577","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Sand","SND",0,NA,"","Pre","GCRMN",-3.25588,40.14112
"3578","Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Spongy","SPG",0.3,NA,"","Pre","GCRMN",-3.25588,40.14112
"3579","Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Algae-Halimeda","AHAL",4,NA,"","Pre","GCRMN",-3.25588,40.14112
"3580","Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",2.5,NA,"","Pre","GCRMN",-3.25588,40.14112
"3581","Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Algae-turf","ATRF",1,NA,"","Pre","GCRMN",-3.25588,40.14112
"3582","Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Bare substrate","BS",6.5,NA,"","Pre","GCRMN",-3.25588,40.14112
"3583","Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Coral","HC",36.5,NA,"","Pre","GCRMN",-3.25588,40.14112
"3584","Kenya",2015,NA,"Malindi","New_Coral_Garden",NA,"Rubble","RUB",43.5,NA,"","Pre","GCRMN",-3.25588,40.14112
"3585","Kenya",2004,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",6.7,NA,"","Pre","GCRMN",-3.25955,40.14607
"3586","Kenya",2004,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",26.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3587","Kenya",2004,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",22.1,NA,"","Pre","GCRMN",-3.25955,40.14607
"3588","Kenya",2004,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",27.9,NA,"","Pre","GCRMN",-3.25955,40.14607
"3589","Kenya",2004,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",11.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3590","Kenya",2004,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",0.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3591","Kenya",2004,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",1.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3592","Kenya",2004,NA,"Malindi","Old_Coral_Garden",NA,"Spongy","SPG",0.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3593","Kenya",2005,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",15.2,NA,"","Pre","GCRMN",-3.25955,40.14607
"3594","Kenya",2005,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",19,NA,"","Pre","GCRMN",-3.25955,40.14607
"3595","Kenya",2005,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",26.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3596","Kenya",2005,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",12.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3597","Kenya",2005,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",13,NA,"","Pre","GCRMN",-3.25955,40.14607
"3598","Kenya",2005,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3599","Kenya",2005,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",6.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3600","Kenya",2006,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",4.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3601","Kenya",2006,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",12.9,NA,"","Pre","GCRMN",-3.25955,40.14607
"3602","Kenya",2006,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",35.3,NA,"","Pre","GCRMN",-3.25955,40.14607
"3603","Kenya",2006,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",26.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3604","Kenya",2006,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",6.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3605","Kenya",2006,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",9.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3606","Kenya",2007,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",3,NA,"","Pre","GCRMN",-3.25955,40.14607
"3607","Kenya",2007,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",27.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3608","Kenya",2007,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",23.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3609","Kenya",2007,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",22.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3610","Kenya",2007,NA,"Malindi","Old_Coral_Garden",NA,"Seagrass","SGR",4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3611","Kenya",2007,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",12.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3612","Kenya",2008,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",7.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3613","Kenya",2008,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",6.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3614","Kenya",2008,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",32.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3615","Kenya",2008,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",20.7,NA,"","Pre","GCRMN",-3.25955,40.14607
"3616","Kenya",2008,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",18.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3617","Kenya",2008,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",4.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3618","Kenya",2008,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",3.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3619","Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",13.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3620","Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",11.2,NA,"","Pre","GCRMN",-3.25955,40.14607
"3621","Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",7.3,NA,"","Pre","GCRMN",-3.25955,40.14607
"3622","Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",24.7,NA,"","Pre","GCRMN",-3.25955,40.14607
"3623","Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",16.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3624","Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",16,NA,"","Pre","GCRMN",-3.25955,40.14607
"3625","Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",1.3,NA,"","Pre","GCRMN",-3.25955,40.14607
"3626","Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",4.7,NA,"","Pre","GCRMN",-3.25955,40.14607
"3627","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",4.2,NA,"","Pre","GCRMN",-3.25955,40.14607
"3628","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",11.3,NA,"","Pre","GCRMN",-3.25955,40.14607
"3629","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",4.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3630","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",29.3,NA,"","Pre","GCRMN",-3.25955,40.14607
"3631","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",30.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3632","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",7.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3633","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3634","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Seagrass","SGR",1.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3635","Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",1.9,NA,"","Pre","GCRMN",-3.25955,40.14607
"3636","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",5.1,NA,"","Pre","GCRMN",-3.25955,40.14607
"3637","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",10.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3638","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",7.3,NA,"","Pre","GCRMN",-3.25955,40.14607
"3639","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",26.3,NA,"","Pre","GCRMN",-3.25955,40.14607
"3640","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3641","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",19,NA,"","Pre","GCRMN",-3.25955,40.14607
"3642","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",30.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3643","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",0.8,NA,"","Pre","GCRMN",-3.25955,40.14607
"3644","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3645","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3646","Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3647","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",0.6,NA,"","Pre","GCRMN",-3.25955,40.14607
"3648","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",18,NA,"","Pre","GCRMN",-3.25955,40.14607
"3649","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",14,NA,"","Pre","GCRMN",-3.25955,40.14607
"3650","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",23.9,NA,"","Pre","GCRMN",-3.25955,40.14607
"3651","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3652","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",28.2,NA,"","Pre","GCRMN",-3.25955,40.14607
"3653","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",8.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3654","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",0.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3655","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3656","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",6.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3657","Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3658","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Algae-coralline","ACOR",25,NA,"","Pre","GCRMN",-3.25955,40.14607
"3659","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",1.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3660","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",10.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3661","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",13.9,NA,"","Pre","GCRMN",-3.25955,40.14607
"3662","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Bare substrate","BS",1.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3663","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",41.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3664","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",2.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3665","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Soft coral","SC",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3666","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3667","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Sand","SND",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3668","Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Spongy","SPG",3.4,NA,"","Pre","GCRMN",-3.25955,40.14607
"3669","Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Algae-Halimeda","AHAL",5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3670","Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Algae-macro/fleshy","AMAC",4.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3671","Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Algae-turf","ATRF",0,NA,"","Pre","GCRMN",-3.25955,40.14607
"3672","Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Bare substrate","BS",6.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3673","Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Coral","HC",22.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3674","Kenya",2015,NA,"Malindi","Old_Coral_Garden",NA,"Rubble","RUB",55.5,NA,"","Pre","GCRMN",-3.25955,40.14607
"3675","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Algae-coralline","ACOR",3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3676","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Algae-Halimeda","AHAL",3.5,NA,"","Pre","GCRMN",-3.99162,39.75052
"3677","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Algae-macro/fleshy","AMAC",3.6,NA,"","Pre","GCRMN",-3.99162,39.75052
"3678","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Algae-turf","ATRF",33.1,NA,"","Pre","GCRMN",-3.99162,39.75052
"3679","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Coral","HC",20.6,NA,"","Pre","GCRMN",-3.99162,39.75052
"3680","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Rubble","RUB",10.4,NA,"","Pre","GCRMN",-3.99162,39.75052
"3681","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Soft coral","SC",10.9,NA,"","Pre","GCRMN",-3.99162,39.75052
"3682","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Seagrass","SGR",0.4,NA,"","Pre","GCRMN",-3.99162,39.75052
"3683","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Sand","SND",7.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3684","Kenya",2004,NA,"Mombasa","Coral_Garden",NA,"Spongy","SPG",4.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3685","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Algae-coralline","ACOR",2,NA,"","Pre","GCRMN",-3.99162,39.75052
"3686","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Algae-Halimeda","AHAL",3.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3687","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Algae-macro/fleshy","AMAC",18.1,NA,"","Pre","GCRMN",-3.99162,39.75052
"3688","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Algae-turf","ATRF",34,NA,"","Pre","GCRMN",-3.99162,39.75052
"3689","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Coral","HC",22.7,NA,"","Pre","GCRMN",-3.99162,39.75052
"3690","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Soft coral","SC",4.2,NA,"","Pre","GCRMN",-3.99162,39.75052
"3691","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Seagrass","SGR",4.4,NA,"","Pre","GCRMN",-3.99162,39.75052
"3692","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Sand","SND",5.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3693","Kenya",2005,NA,"Mombasa","Coral_Garden",NA,"Spongy","SPG",2.9,NA,"","Pre","GCRMN",-3.99162,39.75052
"3694","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Algae-coralline","ACOR",3.9,NA,"","Pre","GCRMN",-3.99162,39.75052
"3695","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Algae-Halimeda","AHAL",1.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3696","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Algae-macro/fleshy","AMAC",17.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3697","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Algae-turf","ATRF",33.5,NA,"","Pre","GCRMN",-3.99162,39.75052
"3698","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Coral","HC",17.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3699","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Inverts-other","INV",1.7,NA,"","Pre","GCRMN",-3.99162,39.75052
"3700","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Rubble","RUB",1.1,NA,"","Pre","GCRMN",-3.99162,39.75052
"3701","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Soft coral","SC",8.9,NA,"","Pre","GCRMN",-3.99162,39.75052
"3702","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Seagrass","SGR",2.5,NA,"","Pre","GCRMN",-3.99162,39.75052
"3703","Kenya",2006,NA,"Mombasa","Coral_Garden",NA,"Sand","SND",9.5,NA,"","Pre","GCRMN",-3.99162,39.75052
"3704","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Algae-coralline","ACOR",3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3705","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Algae-Halimeda","AHAL",0.8,NA,"","Pre","GCRMN",-3.99162,39.75052
"3706","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Algae-macro/fleshy","AMAC",21.2,NA,"","Pre","GCRMN",-3.99162,39.75052
"3707","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Algae-turf","ATRF",30.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3708","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Coral","HC",19.1,NA,"","Pre","GCRMN",-3.99162,39.75052
"3709","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Rubble","RUB",7.6,NA,"","Pre","GCRMN",-3.99162,39.75052
"3710","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Soft coral","SC",4.6,NA,"","Pre","GCRMN",-3.99162,39.75052
"3711","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Seagrass","SGR",0.9,NA,"","Pre","GCRMN",-3.99162,39.75052
"3712","Kenya",2007,NA,"Mombasa","Coral_Garden",NA,"Sand","SND",6.7,NA,"","Pre","GCRMN",-3.99162,39.75052
"3713","Kenya",2008,NA,"Mombasa","Coral_Garden",NA,"Algae-coralline","ACOR",2.4,NA,"","Pre","GCRMN",-3.99162,39.75052
"3714","Kenya",2008,NA,"Mombasa","Coral_Garden",NA,"Algae-Halimeda","AHAL",0.5,NA,"","Pre","GCRMN",-3.99162,39.75052
"3715","Kenya",2008,NA,"Mombasa","Coral_Garden",NA,"Algae-macro/fleshy","AMAC",32.2,NA,"","Pre","GCRMN",-3.99162,39.75052
"3716","Kenya",2008,NA,"Mombasa","Coral_Garden",NA,"Algae-turf","ATRF",17.1,NA,"","Pre","GCRMN",-3.99162,39.75052
"3717","Kenya",2008,NA,"Mombasa","Coral_Garden",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-3.99162,39.75052
"3718","Kenya",2008,NA,"Mombasa","Coral_Garden",NA,"Coral","HC",19.6,NA,"","Pre","GCRMN",-3.99162,39.75052
"3719","Kenya",2008,NA,"Mombasa","Coral_Garden",NA,"Rubble","RUB",10.5,NA,"","Pre","GCRMN",-3.99162,39.75052
"3720","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Algae-coralline","ACOR",10.9,NA,"","Pre","GCRMN",-3.99162,39.75052
"3721","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Algae-Halimeda","AHAL",2.2,NA,"","Pre","GCRMN",-3.99162,39.75052
"3722","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Algae-macro/fleshy","AMAC",20,NA,"","Pre","GCRMN",-3.99162,39.75052
"3723","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Algae-turf","ATRF",16.8,NA,"","Pre","GCRMN",-3.99162,39.75052
"3724","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Coral","HC",25.7,NA,"","Pre","GCRMN",-3.99162,39.75052
"3725","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Rubble","RUB",7.1,NA,"","Pre","GCRMN",-3.99162,39.75052
"3726","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Soft coral","SC",1.5,NA,"","Pre","GCRMN",-3.99162,39.75052
"3727","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Seagrass","SGR",3.4,NA,"","Pre","GCRMN",-3.99162,39.75052
"3728","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Sand","SND",8.2,NA,"","Pre","GCRMN",-3.99162,39.75052
"3729","Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Spongy","SPG",0.3,NA,"","Pre","GCRMN",-3.99162,39.75052
"3730","Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Algae-coralline","ACOR",7.9,NA,"","Pre","GCRMN",-3.99162,39.75052
"3731","Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Algae-Halimeda","AHAL",1.2,NA,"","Pre","GCRMN",-3.99162,39.75052
"3732","Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Algae-macro/fleshy","AMAC",15.9,NA,"","Pre","GCRMN",-3.99162,39.75052
"3733","Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Algae-turf","ATRF",26,NA,"","Pre","GCRMN",-3.99162,39.75052
"3734","Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Coral","HC",27.7,NA,"","Pre","GCRMN",-3.99162,39.75052
"3735","Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Rubble","RUB",7.5,NA,"","Pre","GCRMN",-3.99162,39.75052
"3736","Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Seagrass","SGR",0.7,NA,"","Pre","GCRMN",-3.99162,39.75052
"3737","Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Sand","SND",8.3,NA,"","Pre","GCRMN",-3.99162,39.75052
