Country,Year,Sector,Site,Station,Reef.zone,Period,benthic_name,benthic_code,Organization,Source,mean_cover,sd
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Coscinaraea,cos,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Pavona,pav,GVI,New,0.13,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Leptoseris,les,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Gardineroseris,gar,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Pachyseris,pac,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Cycloseris,cyc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Diaseris,dia,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Fungia,fun,GVI,New,0.07,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Herpolitha,her,GVI,New,0.22,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Podabacea,pod,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Halomitra,hal,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Polyphyllia,pol,GVI,New,0.22,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Turbinaria,tur,GVI,New,0.4,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Favia,fav,GVI,New,2.37,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Favites,fts,GVI,New,3.22,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Goniastrea,gon,GVI,New,0.5,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Platygyra,pla,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Oulophyllia,oul,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Leptoria,leo,GVI,New,1.55,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Montastrea,mon,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Plesiastrea,pls,GVI,New,0.52,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Diploastrea,dip,GVI,New,0.17,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Leptastrea,lep,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Cyphastrea,cyp,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Echinopora,epo,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Blastomussa,bla,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Acanthastrea,aca,GVI,New,2.45,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Lobophyllia,lob,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Symphillia,sym,GVI,New,6.52,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Porites,por,GVI,New,2.9,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Goniopora,gop,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Alveopora,alv,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Hydnopohora,hyd,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Merulina,mer,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Echinophyllia,eph,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Mycedium,myc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Port_Launay_South_Reef,C,Pre,Pectinia,pec,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Algae-macro/fleshy,AMAC,GVI,New,0.72,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Algae-turf,ATRF,GVI,New,36.08,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Algae-Halimeda,AHAL,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Algae-coralline,ACOR,GVI,New,5.57,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Montipora,mtp,GVI,New,0.03,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Acropora,acr,GVI,New,21.75,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Astreopora,ast,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Stylocoeniella,stc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Pocillopora,poc,GVI,New,6.23,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Seriatopora,ser,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Stylophora,sty,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Physogyra,phy,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Galaxea,gal,GVI,New,0.12,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Pseudosiderastrea,pse,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Siderastrea,sid,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Psammocora,psa,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Coscinaraea,cos,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Pavona,pav,GVI,New,0.08,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Leptoseris,les,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Gardineroseris,gar,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Pachyseris,pac,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Cycloseris,cyc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Diaseris,dia,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Fungia,fun,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Herpolitha,her,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Podabacea,pod,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Halomitra,hal,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Polyphyllia,pol,GVI,New,0.92,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Turbinaria,tur,GVI,New,1.13,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Favia,fav,GVI,New,7.18,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Favites,fts,GVI,New,1.37,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Goniastrea,gon,GVI,New,0.07,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Platygyra,pla,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Oulophyllia,oul,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Leptoria,leo,GVI,New,1.57,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Montastrea,mon,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Plesiastrea,pls,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Diploastrea,dip,GVI,New,0.12,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Leptastrea,lep,GVI,New,0.27,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Cyphastrea,cyp,GVI,New,0.43,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Echinopora,epo,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Blastomussa,bla,GVI,New,0.48,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Acanthastrea,aca,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Lobophyllia,lob,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Symphillia,sym,GVI,New,8.02,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Porites,por,GVI,New,0.68,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Goniopora,gop,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Alveopora,alv,GVI,New,0.18,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Hydnopohora,hyd,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Merulina,mer,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Echinophyllia,eph,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Mycedium,myc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_East,G,Pre,Pectinia,pec,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Algae-macro/fleshy,AMAC,GVI,New,3.52,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Algae-turf,ATRF,GVI,New,18.98,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Algae-Halimeda,AHAL,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Algae-coralline,ACOR,GVI,New,7.02,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Montipora,mtp,GVI,New,0.08,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Acropora,acr,GVI,New,37.98,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Astreopora,ast,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Stylocoeniella,stc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Pocillopora,poc,GVI,New,0.15,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Seriatopora,ser,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Stylophora,sty,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Physogyra,phy,GVI,New,0.12,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Galaxea,gal,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Pseudosiderastrea,pse,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Siderastrea,sid,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Psammocora,psa,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Coscinaraea,cos,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Pavona,pav,GVI,New,1.1,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Leptoseris,les,GVI,New,0.03,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Gardineroseris,gar,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Pachyseris,pac,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Cycloseris,cyc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Diaseris,dia,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Fungia,fun,GVI,New,0.28,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Herpolitha,her,GVI,New,0.08,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Podabacea,pod,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Halomitra,hal,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Polyphyllia,pol,GVI,New,0.1,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Turbinaria,tur,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Favia,fav,GVI,New,0.07,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Favites,fts,GVI,New,0.2,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Goniastrea,gon,GVI,New,0.98,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Platygyra,pla,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Oulophyllia,oul,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Leptoria,leo,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Montastrea,mon,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Plesiastrea,pls,GVI,New,0.73,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Diploastrea,dip,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Leptastrea,lep,GVI,New,0.25,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Cyphastrea,cyp,GVI,New,1.3,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Echinopora,epo,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Blastomussa,bla,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Acanthastrea,aca,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Lobophyllia,lob,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Symphillia,sym,GVI,New,4.53,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Porites,por,GVI,New,6.4,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Goniopora,gop,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Alveopora,alv,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Hydnopohora,hyd,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Merulina,mer,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Echinophyllia,eph,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Mycedium,myc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_Centre,C,Pre,Pectinia,pec,GVI,New,0.28,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Algae-macro/fleshy,AMAC,GVI,New,0.38,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Algae-turf,ATRF,GVI,New,52.88,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Algae-Halimeda,AHAL,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Algae-coralline,ACOR,GVI,New,10.33,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Montipora,mtp,GVI,New,0.6,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Acropora,acr,GVI,New,22.52,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Astreopora,ast,GVI,New,0.63,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Stylocoeniella,stc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Pocillopora,poc,GVI,New,0.88,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Seriatopora,ser,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Stylophora,sty,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Physogyra,phy,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Galaxea,gal,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Pseudosiderastrea,pse,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Siderastrea,sid,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Psammocora,psa,GVI,New,0.05,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Coscinaraea,cos,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Pavona,pav,GVI,New,0.57,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Leptoseris,les,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Gardineroseris,gar,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Pachyseris,pac,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Cycloseris,cyc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Diaseris,dia,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Fungia,fun,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Herpolitha,her,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Podabacea,pod,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Halomitra,hal,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Polyphyllia,pol,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Turbinaria,tur,GVI,New,0.67,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Favia,fav,GVI,New,0.87,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Favites,fts,GVI,New,0.75,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Goniastrea,gon,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Platygyra,pla,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Oulophyllia,oul,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Leptoria,leo,GVI,New,0.2,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Montastrea,mon,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Plesiastrea,pls,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Diploastrea,dip,GVI,New,0.07,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Leptastrea,lep,GVI,New,0.18,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Cyphastrea,cyp,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Echinopora,epo,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Blastomussa,bla,GVI,New,0.08,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Acanthastrea,aca,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Lobophyllia,lob,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Symphillia,sym,GVI,New,2.57,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Porites,por,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Goniopora,gop,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Alveopora,alv,GVI,New,0.33,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Hydnopohora,hyd,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Merulina,mer,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Echinophyllia,eph,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Mycedium,myc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Bay_Ternay_North_West,C,Pre,Pectinia,pec,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Algae-macro/fleshy,AMAC,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Algae-turf,ATRF,GVI,New,55.88,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Algae-Halimeda,AHAL,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Algae-coralline,ACOR,GVI,New,8.85,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Montipora,mtp,GVI,New,0.48,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Acropora,acr,GVI,New,2.63,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Astreopora,ast,GVI,New,1.1,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Stylocoeniella,stc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Pocillopora,poc,GVI,New,0.13,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Seriatopora,ser,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Stylophora,sty,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Physogyra,phy,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Galaxea,gal,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Pseudosiderastrea,pse,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Siderastrea,sid,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Psammocora,psa,GVI,New,0.05,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Coscinaraea,cos,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Pavona,pav,GVI,New,0.6,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Leptoseris,les,GVI,New,0.03,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Gardineroseris,gar,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Pachyseris,pac,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Cycloseris,cyc,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Diaseris,dia,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Fungia,fun,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Herpolitha,her,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Podabacea,pod,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Halomitra,hal,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Polyphyllia,pol,GVI,New,0.2,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Turbinaria,tur,GVI,New,1.52,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Favia,fav,GVI,New,0.95,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Favites,fts,GVI,New,0.52,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Goniastrea,gon,GVI,New,0.27,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Platygyra,pla,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Oulophyllia,oul,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Leptoria,leo,GVI,New,0.12,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Montastrea,mon,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Plesiastrea,pls,GVI,New,2.93,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Diploastrea,dip,GVI,New,0.08,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Leptastrea,lep,GVI,New,0.1,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Cyphastrea,cyp,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Echinopora,epo,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Blastomussa,bla,GVI,New,0.15,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Acanthastrea,aca,GVI,New,0.23,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Lobophyllia,lob,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Symphillia,sym,GVI,New,6.63,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Porites,por,GVI,New,0,NA
Seychelles,2016,,Mahe NW,Anse_Major_Reef,C,Pre,Goniopora,gop,GVI,New,0,NA
