Country,Year,Sector,Site,Station,Reef.zone,Period,benthic_name,benthic_code,Organization,Source,mean_cover,sd
Tanzania,2002,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,16,NA
Tanzania,2002,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,51,NA
Tanzania,2002,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,2,NA
Tanzania,2002,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,1,NA
Tanzania,2001,NA,Zanzibar,Bawe,NA,Pre,Algae-coralline,ACOR,,GCRMN,2,NA
Tanzania,2001,NA,Zanzibar,Bawe,NA,Pre,Algae-macro/fleshy,AMAC,,GCRMN,0,NA
Tanzania,2001,NA,Zanzibar,Bawe,NA,Pre,Bare substrate,BS,,GCRMN,26,NA
Tanzania,2001,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,14,NA
Tanzania,2001,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,52,NA
Tanzania,2001,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,3,NA
Tanzania,2001,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,1,NA
Tanzania,2000,NA,Zanzibar,Bawe,NA,Pre,Algae-coralline,ACOR,,GCRMN,2,NA
Tanzania,2000,NA,Zanzibar,Bawe,NA,Pre,Algae-macro/fleshy,AMAC,,GCRMN,0,NA
Tanzania,2000,NA,Zanzibar,Bawe,NA,Pre,Bare substrate,BS,,GCRMN,24,NA
Tanzania,2000,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,15,NA
Tanzania,2000,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,54,NA
Tanzania,2000,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,2,NA
Tanzania,2000,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,0,NA
Tanzania,1999,NA,Zanzibar,Bawe,NA,Pre,Algae-coralline,ACOR,,GCRMN,2,NA
Tanzania,1999,NA,Zanzibar,Bawe,NA,Pre,Algae-macro/fleshy,AMAC,,GCRMN,0,NA
Tanzania,1999,NA,Zanzibar,Bawe,NA,Pre,Bare substrate,BS,,GCRMN,20,NA
Tanzania,1999,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,13,NA
Tanzania,1999,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,57,NA
Tanzania,1999,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,3,NA
Tanzania,1999,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,1,NA
Tanzania,1998,NA,Zanzibar,Bawe,NA,Pre,Algae-coralline,ACOR,,GCRMN,2,NA
Tanzania,1998,NA,Zanzibar,Bawe,NA,Pre,Algae-macro/fleshy,AMAC,,GCRMN,1,NA
Tanzania,1998,NA,Zanzibar,Bawe,NA,Pre,Bare substrate,BS,,GCRMN,23,NA
Tanzania,1998,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,20,NA
Tanzania,1998,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,47,NA
Tanzania,1998,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,3,NA
Tanzania,1998,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,0,NA
Tanzania,1997,NA,Zanzibar,Bawe,NA,Pre,Algae-coralline,ACOR,,GCRMN,2,NA
Tanzania,1997,NA,Zanzibar,Bawe,NA,Pre,Algae-macro/fleshy,AMAC,,GCRMN,0,NA
Tanzania,1997,NA,Zanzibar,Bawe,NA,Pre,Bare substrate,BS,,GCRMN,29,NA
Tanzania,1997,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,13,NA
Tanzania,1997,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,53,NA
Tanzania,1997,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,0,NA
Tanzania,1997,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,0,NA
Tanzania,1996,NA,Zanzibar,Bawe,NA,Pre,Algae-coralline,ACOR,,GCRMN,1,NA
Tanzania,1996,NA,Zanzibar,Bawe,NA,Pre,Algae-macro/fleshy,AMAC,,GCRMN,1,NA
Tanzania,1996,NA,Zanzibar,Bawe,NA,Pre,Bare substrate,BS,,GCRMN,28,NA
Tanzania,1996,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,16,NA
Tanzania,1996,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,51,NA
Tanzania,1996,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,1,NA
Tanzania,1996,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,0,NA
Tanzania,1994,NA,Zanzibar,Bawe,NA,Pre,Algae-coralline,ACOR,,GCRMN,1,NA
Tanzania,1994,NA,Zanzibar,Bawe,NA,Pre,Algae-macro/fleshy,AMAC,,GCRMN,0,NA
Tanzania,1994,NA,Zanzibar,Bawe,NA,Pre,Bare substrate,BS,,GCRMN,25,NA
Tanzania,1994,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,14,NA
Tanzania,1994,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,54,NA
Tanzania,1994,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,2,NA
Tanzania,1994,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,0,NA
Tanzania,1992,NA,Zanzibar,Bawe,NA,Pre,Algae-coralline,ACOR,,GCRMN,2,NA
Tanzania,1992,NA,Zanzibar,Bawe,NA,Pre,Algae-macro/fleshy,AMAC,,GCRMN,0,NA
Tanzania,1992,NA,Zanzibar,Bawe,NA,Pre,Bare substrate,BS,,GCRMN,37,NA
Tanzania,1992,NA,Zanzibar,Bawe,NA,Pre,Dead Standing coral,DC,,GCRMN,2,NA
Tanzania,1992,NA,Zanzibar,Bawe,NA,Pre,Coral,HC,,GCRMN,57,NA
Tanzania,1992,NA,Zanzibar,Bawe,NA,Pre,Soft coral,SC,,GCRMN,1,NA
Tanzania,1992,NA,Zanzibar,Bawe,NA,Pre,Spongy,SPG,,GCRMN,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Acropora,acr,CHICOP,New,11.63,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Alveopora,alv,CHICOP,New,0.62,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Astreopora,ast,CHICOP,New,0.23,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Coscinaraea,cos,CHICOP,New,0.27,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Cyphastrea,cyp,CHICOP,New,0.38,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Diploastrea,dip,CHICOP,New,0.1,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Echinophyllia,eph,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Echinopora,epo,CHICOP,New,0.31,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Favia,fav,CHICOP,New,1.04,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Favites,fts,CHICOP,New,0.12,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Fungia,fun,CHICOP,New,0.38,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Galaxea,gal,CHICOP,New,0.86,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Gardineroseris,gar,CHICOP,New,0.38,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Goniastrea,gon,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Goniopora,gop,CHICOP,New,0.12,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Halomitra,hal,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Herpolitha,her,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Hydnopohora,hyd,CHICOP,New,0.67,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Leptoria,leo,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Lobophyllia,lob,CHICOP,New,0.25,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Merulina,mer,CHICOP,New,0.4,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Millepora,mil,CHICOP,New,1.96,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Montastrea,mon,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Montipora,mtp,CHICOP,New,0.54,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Mycedium,myc,CHICOP,New,0.19,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Oulophyllia,oul,CHICOP,New,0.4,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Pachyseris,pac,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Pavona,pav,CHICOP,New,0.8,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Physogyra,phy,CHICOP,New,0.12,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Platygyra,pla,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Plerogyra,plg,CHICOP,New,0.29,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Plesiastrea,pls,CHICOP,New,1.35,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Pocillopora,poc,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Porites,por,CHICOP,New,4.33,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Porites branching,porB,CHICOP,New,0.31,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Porites massive,porM,CHICOP,New,3.52,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Seriatopora,ser,CHICOP,New,0.71,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Stylophora,sty,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Symphillia,sym,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Turbinaria,tur,CHICOP,New,0.33,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Dead Standing coral,DC,CHICOP,New,37.9,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Algae-turf,ATRF,CHICOP,New,3.73,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Algae-Halimeda,AHAL,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Algae-macro/fleshy,AMAC,CHICOP,New,0.39,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Algae-coralline,ACOR,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Seagrass,SGR,CHICOP,New,0,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Soft coral,SC,CHICOP,New,0.69,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Silt,SIL,CHICOP,New,21.51,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Rubble,RUB,CHICOP,New,2.87,NA
Tanzania,2016,Zanzibar,Zanzibar,Chumbe_MPA,NA,Post,Sponge,Spog,CHICOP,New,0.43,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Acropora,acr,CHICOP,New,36.43,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Astreopora,ast,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Coscinaraea,cos,CHICOP,New,0.27,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Cyphastrea,cyp,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Echinophyllia,eph,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Echinopora,epo,CHICOP,New,3.43,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Favia,fav,CHICOP,New,0.3,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Favites,fts,CHICOP,New,0.09,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Fungia,fun,CHICOP,New,0.46,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Galaxea,gal,CHICOP,New,1.86,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Gardineroseris,gar,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Goniastrea,gon,CHICOP,New,0.51,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Goniopora,gop,CHICOP,New,0.07,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Halomitra,hal,CHICOP,New,0.03,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Herpolitha,her,CHICOP,New,0.07,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Hydnopohora,hyd,CHICOP,New,0.51,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Leptoria,leo,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Lobophyllia,lob,CHICOP,New,0.32,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Merulina,mer,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Millepora,mil,CHICOP,New,0.84,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Montastrea,mon,CHICOP,New,0.22,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Montipora,mtp,CHICOP,New,0.24,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Pachyseris,pac,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Pavona,pav,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Platygyra,pla,CHICOP,New,1.31,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Plesiastrea,pls,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Pocillopora,poc,CHICOP,New,0.25,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Porites branching,porB,CHICOP,New,4.99,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Porites massive,porM,CHICOP,New,13.1,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Seriatopora,ser,CHICOP,New,0.09,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Stylophora,sty,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Symphillia,sym,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Turbinaria,tur,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-turf,ATRF,CHICOP,New,7.98,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-Halimeda,AHAL,CHICOP,New,0.1,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-macro/fleshy,AMAC,CHICOP,New,1.63,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-coralline,ACOR,CHICOP,New,6.25,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Seagrass,SGR,CHICOP,New,0,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Soft coral,SC,CHICOP,New,1.46,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Silt,SIL,CHICOP,New,8.36,NA
Tanzania,2015,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Sponge,Spog,CHICOP,New,0,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,branching,cb,CHICOP,New,64.41,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,encrusting,ce,CHICOP,New,1.14,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,massive,cm,CHICOP,New,16.45,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Acropora tabulate,act,CHICOP,New,4.04,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-turf,ATRF,CHICOP,New,1.63,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-macro/fleshy,AMAC,CHICOP,New,0.29,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-coralline,ACOR,CHICOP,New,2.92,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Seagrass,SGR,CHICOP,New,0,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Soft coral,SC,CHICOP,New,0.41,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Silt,SIL,CHICOP,New,3.18,NA
Tanzania,2013,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Dead Standing coral,DC,CHICOP,New,4.48,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Acropora,acr,CHICOP,New,33.17,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Astreopora,ast,CHICOP,New,0.09,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Coscinaraea,cos,CHICOP,New,0.18,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Cyphastrea,cyp,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Echinophyllia,eph,CHICOP,New,0.53,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Echinopora,epo,CHICOP,New,5.05,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Favia,fav,CHICOP,New,0.21,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Favites,fts,CHICOP,New,0.27,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Fungia,fun,CHICOP,New,1.02,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Galaxea,gal,CHICOP,New,2.94,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Gardineroseris,gar,CHICOP,New,0.13,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Goniastrea,gon,CHICOP,New,0.07,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Goniopora,gop,CHICOP,New,0.32,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Halomitra,hal,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Herpolitha,her,CHICOP,New,0.03,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Hydnopohora,hyd,CHICOP,New,0.3,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Leptoria,leo,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Lobophyllia,lob,CHICOP,New,0.5,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Merulina,mer,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Millepora,mil,CHICOP,New,1.28,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Montastrea,mon,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Montipora,mtp,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Pachyseris,pac,CHICOP,New,0.04,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Pavona,pav,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Platygyra,pla,CHICOP,New,1.88,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Plesiastrea,pls,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Pocillopora,poc,CHICOP,New,0.33,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Porites,por,CHICOP,New,19.53,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Porites branching,porB,CHICOP,New,6.4,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Porites massive,porM,CHICOP,New,8.76,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Seriatopora,ser,CHICOP,New,0.37,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Stylophora,sty,CHICOP,New,0.08,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Symphillia,sym,CHICOP,New,0.27,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Turbinaria,tur,CHICOP,New,0.04,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-turf,ATRF,CHICOP,New,9.89,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-Halimeda,AHAL,CHICOP,New,0.1,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-macro/fleshy,AMAC,CHICOP,New,0.56,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Algae-coralline,ACOR,CHICOP,New,4.17,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Seagrass,SGR,CHICOP,New,0,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Soft coral,SC,CHICOP,New,1.11,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Silt,SIL,CHICOP,New,9,NA
Tanzania,2012,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Sponge,Spog,CHICOP,New,0,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Acropora,acr,CHICOP,New,25.37,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Astreopora,ast,CHICOP,New,0.34,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Coscinaraea,cos,CHICOP,New,0.11,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Cyphastrea,cyp,CHICOP,New,0.45,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Echinophyllia,eph,CHICOP,New,0.16,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Echinopora,epo,CHICOP,New,4.61,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Favia,fav,CHICOP,New,0.53,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Favites,fts,CHICOP,New,0.58,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Fungia,fun,CHICOP,New,1.24,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Galaxea,gal,CHICOP,New,0.98,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Gardineroseris,gar,CHICOP,New,0,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Goniastrea,gon,CHICOP,New,0.74,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Goniopora,gop,CHICOP,New,0.14,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Halomitra,hal,CHICOP,New,0.08,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Herpolitha,her,CHICOP,New,0,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Hydnopohora,hyd,CHICOP,New,0.05,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Leptoria,leo,CHICOP,New,0,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Lobophyllia,lob,CHICOP,New,0.16,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Merulina,mer,CHICOP,New,0.54,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Millepora,mil,CHICOP,New,1.4,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Montastrea,mon,CHICOP,New,0,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Montipora,mtp,CHICOP,New,0.97,NA
Tanzania,2005,Zanzibar,Zanzibar,Chumbe_MPA,NA,Pre,Pachyseris,pac,CHICOP,New,0,NA
